# [1] m:            [M_sun/h] 
# [2] sigma 
# [3] ln(1/sigma) 
# [4] n_eff 
# [5] f(sigma) 
# [6] dn/dm:        [h^4/(Mpc^3*M_sun)] 
# [7] dn/dlnm:      [h^3/Mpc^3] 
# [8] dn/dlog10m:   [h^3/Mpc^3] 
# [9] n(>m):        [h^3/Mpc^3] 
# [11] rho(>m):     [M_sun*h^2/Mpc^3] 
# [11] rho(<m):     [M_sun*h^2/Mpc^3] 
# [12] Lbox(N=1):   [Mpc/h]
1.000000000000000000e+06 4.921852578938819889e+00 -1.593685000065377277e+00 -2.623830257296612345e+00 2.209462514364482488e-01 1.043793685617493442e-03 1.043793685617493338e+03 2.403423780664153583e+03 1.148747329113139813e+03 4.061784942456111908e+10 3.473426057543888092e+10 9.548280345823498272e-02
1.122018454301962862e+06 4.886329896553965213e+00 -1.586441489294281304e+00 -2.621181127122873100e+00 2.217633821065921051e-01 8.380416658113160012e-04 9.402982145142549371e+02 2.165116651709441157e+03 1.034533818303800444e+03 4.049703130907115173e+10 3.485507869092884827e+10 9.887468266282872786e-02
1.258925411794166081e+06 4.850817739446284804e+00 -1.579147296808384615e+00 -2.618544707676003114e+00 2.225882253305089264e-01 6.728062220073409731e-04 8.470128500982688138e+02 1.950319162210674222e+03 9.316479229557980943e+02 4.037491612923738861e+10 3.497719387076261139e+10 1.023880786335246984e-01
1.412537544622752583e+06 4.815321085549476798e+00 -1.571802727460732463e+00 -2.615924110839309868e+00 2.234207595487699149e-01 5.401131313377883526e-04 7.629300763583858043e+02 1.756711420819628302e+03 8.389721583800409235e+02 4.025149794945260620e+10 3.510061205054739380e+10 1.060272466666448560e-01
1.584893192461110884e+06 4.779844551680917597e+00 -1.564408025405713776e+00 -2.613319972558531656e+00 2.242609679576720583e-01 4.335603922834220980e-04 6.871469142507644392e+02 1.582214241450668169e+03 7.554990168232839096e+02 4.012677141402097321e+10 3.522533858597902679e+10 1.097965512130019833e-01
1.778279410038919188e+06 4.744392506020991718e+00 -1.556963395629748170e+00 -2.610726580285919862e+00 2.251088360401298227e-01 3.480097890283087082e-04 6.188586423210294925e+02 1.424974684478936751e+03 6.803192936750441504e+02 4.000073032098282623e+10 3.535137967901717377e+10 1.137005077545795995e-01
1.995262314968874678e+06 4.708969253750525219e+00 -1.549469041987718176e+00 -2.608136996382922845e+00 2.259643471708272511e-01 2.793304954885613648e-04 5.573376110699097126e+02 1.283317275014487450e+03 6.126119946877088296e+02 3.987336637752731323e+10 3.547874362247268677e+10 1.177438325767783400e-01
2.238721138568333350e+06 4.673578872168318910e+00 -1.541925131965051099e+00 -2.605554368931536580e+00 2.268274865502486470e-01 2.241955551164274659e-04 5.019113284122080358e+02 1.155693542806789083e+03 5.516367242421771380e+02 3.974467062350297546e+10 3.560743937649702454e+10 1.219314138620633120e-01
2.511886431509572081e+06 4.638225093288991907e+00 -1.534331770059516931e+00 -2.602980423926821718e+00 2.276982441997768836e-01 1.799350506808086887e-04 4.519764123581105082e+02 1.040714149480715150e+03 4.967265319349897936e+02 3.961463484062424469e+10 3.573747515937575531e+10 1.262682652931733651e-01
2.818382931264443323e+06 4.602911396034873981e+00 -1.526689015472099120e+00 -2.600412477543267542e+00 2.285766128936527752e-01 1.444068780079814775e-04 4.069938801348816924e+02 9.371380413383841415e+02 4.472802271645124961e+02 3.948325060034656525e+10 3.586885939965343475e+10 1.307595548405525443e-01
3.162277660168366507e+06 4.567641215043361846e+00 -1.518996926152434979e+00 -2.597841410646039684e+00 2.294625830181593051e-01 1.158919830964476381e-04 3.664826291385062973e+02 8.438574386955899627e+02 4.027553401636633339e+02 3.935050746567904663e+10 3.600160253432095337e+10 1.354106732936505575e-01
3.548133892335738521e+06 4.532417886739512625e+00 -1.511255546933289340e+00 -2.595268440609586946e+00 2.303561438192621436e-01 9.300601519282654015e-05 3.299977946967604794e+02 7.598480027896703177e+02 3.626627041265319917e+02 3.921639361621715546e+10 3.613571638378284454e+10 1.402272341851811543e-01
3.981071705534953158e+06 4.497244436155845015e+00 -1.503464861694035148e+00 -2.592697050572252415e+00 2.312572888275223615e-01 7.463751170691166302e-05 2.971372860279198562e+02 6.841838853805962799e+02 3.265619069222754547e+02 3.908089792723731995e+10 3.627121207276268005e+10 1.452150043543963542e-01
4.466835921509607695e+06 4.462123639653039042e+00 -1.495624805095969512e+00 -2.590127319857729482e+00 2.321660144329934228e-01 5.989516767608197802e-05 2.675418865003641145e+02 6.160379596072433515e+02 2.940563607975796003e+02 3.894400978737585449e+10 3.640810021262414551e+10 1.503799053978618627e-01
5.011872336272694170e+06 4.427058209326476756e+00 -1.487735302370693180e+00 -2.587549752600398101e+00 2.330823151726806319e-01 4.806456975910867329e-05 2.408934875305258743e+02 5.546777533871359083e+02 2.647884679727202411e+02 3.880571692300750732e+10 3.654639307699249268e+10 1.557280974199080903e-01
5.623413251903456636e+06 4.392050876227808764e+00 -1.479796287980713165e+00 -2.584962014402507169e+00 2.340061814153447661e-01 3.857086190754688542e-05 2.168998959882374038e+02 4.994304671744745292e+02 2.384357624586800739e+02 3.866600497312600708e+10 3.668610502687399292e+10 1.612660202127322584e-01
6.309573444801891223e+06 4.357104126414121481e+00 -1.471807645498835138e+00 -2.582369362512344502e+00 2.349376062084652383e-01 3.095202432332791578e-05 1.952940707333320347e+02 4.496812160206951035e+02 2.147079703788009226e+02 3.852485995895741272e+10 3.682725004104258728e+10 1.670003101844828308e-01
7.079457843841330148e+06 4.322220199332012847e+00 -1.463769205267200668e+00 -2.579773730978079271e+00 2.358765854412276652e-01 2.483774689422726855e-05 1.758377820736828596e+02 4.048814557879978224e+02 1.933439035835836819e+02 3.838226901252655029e+10 3.696984098747344971e+10 1.729377638578039333e-01
7.943282347242756747e+06 4.287401231480584940e+00 -1.455680775837348673e+00 -2.577167684654997348e+00 2.368231140421220848e-01 1.993133672122572388e-05 1.583202351346636192e+02 3.645458133403886336e+02 1.741082218553740972e+02 3.823821822447974396e+10 3.711389177552025604e+10 1.790854241925344259e-01
8.912509381337385625e+06 4.252649453658700729e+00 -1.447542189563598924e+00 -2.574544472772618775e+00 2.377771804651047927e-01 1.599442053315418410e-05 1.425504230507919772e+02 3.282344791167484459e+02 1.567887145439457584e+02 3.809269114452288818e+10 3.725941885547711182e+10 1.854506672123016064e-01
9.999999999999918044e+06 4.217966956269924239e+00 -1.439353248045319722e+00 -2.571910075810470708e+00 2.387387728819762300e-01 1.283518494405814200e-05 1.283518494405803665e+02 2.955410551800965209e+02 1.411943261865247052e+02 3.794567105886770630e+10 3.740643894113229370e+10 1.920411294879503239e-01
1.122018454301953875e+07 4.183355579120790146e+00 -1.431113694613661336e+00 -2.569267686063697820e+00 2.397078822465593118e-01 1.029992202000892020e-05 1.155670258432106721e+02 2.661029109482345234e+02 1.271532270333164973e+02 3.779714270086583710e+10 3.755496729913416290e+10 1.988646260020401069e-01
1.258925411794155836e+07 4.148817024216520544e+00 -1.422823239201219669e+00 -2.566613692754724951e+00 2.406844992006216266e-01 8.265468489551453429e-06 1.040560832188018310e+02 2.395979860549609839e+02 1.145107046082366651e+02 3.764709060834416962e+10 3.770501939165583038e+10 2.059292183352725014e-01
1.412537544622741081e+07 4.114353103841637882e+00 -1.414481617358399612e+00 -2.563937648267606839e+00 2.416686069061475539e-01 6.633045841558589021e-06 9.369426286405253279e+01 2.157390129698329702e+02 1.031272796326168617e+02 3.749549674611441040e+10 3.785661325388558960e+10 2.132433415782833686e-01
1.584893192461097986e+07 4.079965619462546655e+00 -1.406088561778249257e+00 -2.561243606170966469e+00 2.426601841487601163e-01 5.323118676281868316e-06 8.436574552701664231e+01 1.942593080098376390e+02 9.287732160812514337e+01 3.734234181849022675e+10 3.800976818150977325e+10 2.208157799538258415e-01
1.778279410038904473e+07 4.045656126569623368e+00 -1.397643744172080815e+00 -2.558536803628299161e+00 2.436592119694528935e-01 4.271904213885878361e-06 7.596639305211689930e+01 1.749190842103308228e+02 8.364786180262096593e+01 3.718760800331245422e+10 3.816450199668754578e+10 2.286555349795498238e-01
1.995262314968858287e+07 4.011426018180143771e+00 -1.389146793608540653e+00 -2.555817527559700597e+00 2.446656712721887728e-01 3.428298455161850917e-06 6.840354712050395847e+01 1.575049879075882018e+02 7.533725999967302300e+01 3.703127831014601898e+10 3.832083168985398102e+10 2.367718457419242528e-01
2.238721138568314910e+07 3.977276758368665011e+00 -1.380597353537432292e+00 -2.553073640947365330e+00 2.456795358054871259e-01 2.751370774487943178e-06 6.159551912885234515e+01 1.418289241413250181e+02 6.785391219845021737e+01 3.687333351581421661e+10 3.847877648418578339e+10 2.451743518376228170e-01
2.511886431509551406e+07 3.943209925437010099e+00 -1.371995093507965446e+00 -2.550304756140323814e+00 2.467007704632723508e-01 2.208172350849652986e-06 5.546678166533791909e+01 1.277169846189625559e+02 6.111526447944305573e+01 3.671375202299589539e+10 3.863835797700410461e+10 2.538731479424982673e-01
2.818382931264420226e+07 3.909226890930608711e+00 -1.363339628342187471e+00 -2.547518549163755530e+00 2.477293405687731598e-01 1.772239428340047765e-06 4.994849354947404407e+01 1.150106566645281987e+02 5.504707344735581387e+01 3.655251336489727020e+10 3.879959663510272980e+10 2.628786132278186916e-01
3.162277660168340430e+07 3.875328839886450716e+00 -1.354630521110923302e+00 -2.544718146382764612e+00 2.487652112254634396e-01 1.422375143569894850e-06 4.497945140889814297e+01 1.035690143051788965e+02 4.958258167311316100e+01 3.638959885192733765e+10 3.896251114807266235e+10 2.722013582982149571e-01
3.548133892335709929e+07 3.841516956959857509e+00 -1.345867329466495566e+00 -2.541892944584964287e+00 2.498083414785989553e-01 1.141610840311335582e-06 4.050588114366500037e+01 9.326823809999164894e+01 4.466165036298392010e+01 3.622498830770135498e+10 3.912712169229864502e+10 2.818524045377988063e-01
3.981071705534920096e+07 3.807792628264342838e+00 -1.337049658582934786e+00 -2.539036337673063137e+00 2.508586776423222253e-01 9.163048547020683917e-07 3.647875330698690277e+01 8.399543357567529256e+01 4.023005857109226469e+01 3.605865829753054047e+10 3.929345170246945953e+10 2.918433342348212278e-01
